Word1,Flag1,Word2,Flag2,MI,logDF
费和,nr,折旧,v,10.48663010364537,0.0
2.650,m,亿元,m,7.1014371152999916,0.0
业务收入,n,1.017,m,8.470141980856802,0.0
两个,m,部门,n,7.354034352659568,0.0
约,d,790,m,5.306149309624187,0.0
处于,v,执行,v,7.721949131267341,0.0
折合,v,0.71,m,9.511721084608201,0.0
调查,vn,及,c,2.866094251096492,0.0
费用,n,4290,m,5.034755836186155,0.0
了,ul,278.6,m,7.418809431576208,0.0
随营,b,收,n,9.32966075730697,0.0
国家版权局,nt,北京,ns,11.437720503164424,0.0
净利润,n,439,m,6.737280785023332,0.0
亏本,n,文,n,12.589723596609474,0.0
项目,n,包括,v,4.654758685043262,0.0
第一季度,l,会员,n,0.9271156546675969,0.0
29.0,m,%,x,4.107002768543931,0.0
收购,v,韩国,ns,6.9068590264493395,0.0
一倍,m,有余,r,16.9295735994941,0.0
和,c,3.13,m,4.628577633126226,0.0
上,v,我们,r,-0.8943859957434792,0.0
商业化,n,系统,n,8.912765311807545,0.0
流动,vn,收入,v,3.6841694485637695,0.0
获得,v,领先地位,n,7.31302475571511,0.0
没有,v,想,v,10.285717409719375,0.0
万美元,m,有关,vn,-0.8854374908336857,0.0
软,a,导致,v,9.19995285594106,0.0
交友,n,服务,vn,7.265126314946127,0.0
部分,n,因为,c,3.4728020953158985,0.0
907,m,万美元,m,5.786987851137811,0.0
相关,v,互动,d,3.227996386846702,0.0
0.61,m,元,m,5.106803625049807,0.0
已经,d,升级,vn,5.769702262715709,0.0
增长,v,145.9,m,4.864157464817551,0.0
BearStearns,eng,分析师,n,11.429727712410894,0.0
我们,r,很多,m,4.793864313389699,0.0
之前,f,负责,v,9.99293566049153,0.0
我们,r,已于,d,5.7938643133897,0.0
8.57,m,亿元,m,6.101437115299992,0.0
约合,vn,3590,m,8.070815499558678,0.0
为,p,36.914,m,5.409691676996671,0.0
仍然,d,有,v,5.168437949665453,0.0
已,d,扣除,v,4.494619655593627,0.0
与,p,腾讯,nz,0.5106833344441292,0.0
了,ul,11.4,m,3.418809431576208,0.0
集中,v,资料,n,14.122218677436495,0.0
亏损,vn,5980,m,6.895462453397506,0.0
22.97,m,亿元,m,7.101437115299992,0.0
收为,v,1.60,m,7.093523244436029,0.0
就,d,跨过,v,13.64417138063185,0.0
收为,v,3150,m,5.771595149548666,0.0
易居,nr,普通股,n,8.695953922734397,0.0
又,d,抵消,v,5.105410389749941,0.0
用户数量,n,约,d,4.820722482453945,0.0
分析师,n,解读,v,4.498990374848007,0.0
的,uj,4.47,m,5.00745381790483,0.0
股份,n,收购,v,3.7710822474188728,0.0
贡献,n,5.6,m,6.92816540510129,0.0
总计,n,2300,m,6.93098316974877,0.0
近日,t,上线,n,11.367331175273026,0.0
的,uj,微软,a,-2.0149139951236252,0.0
为,p,玩家,n,-1.6455907585045184,0.0
438,m,万美元,m,4.78698785113781,0.0
毛利润,nr,将,d,-0.11155077301043176,0.0
开始,v,百度,n,2.14905946284676,0.0
促进,v,SP,eng,9.78236867455187,0.0
-,x,2333,m,7.2157575192596,0.0
了,ul,人才,n,3.418809431576208,0.0
因,c,在线,b,4.793864313389699,0.0
我们,r,是,v,-1.7712377649706141,0.0
约合,vn,8360,m,5.748887404671315,0.0
万元,m,同期,b,-2.6173415790958816,0.0
第一季度,l,网易,n,-2.3749626643607438,0.0
约合,vn,2.54,m,5.070815499558678,0.0
为,p,59.9,m,3.824729176275515,0.0
一次性,d,捐款,v,12.800290582549131,0.0
的,uj,行权价,n,3.4224913171836735,0.0
公司,n,全年,m,-0.3034655573199776,0.0
九城,ns,任命,n,4.661835919705915,0.0
最,d,畅销,v,13.64417138063185,0.0
有,v,70,m,4.442612913104446,0.0
使用量,n,减少,v,5.360904906113593,0.0
净增,v,61,m,10.449793335465,0.0
存入,v,到,v,9.8289112604889,0.0
阿里巴巴,nrt,明白,nr,11.071592604366527,0.0
13.851,m,亿元,m,7.1014371152999916,0.0
32.56,m,%,x,5.10700276854393,0.0
8310,m,万美元,m,4.78698785113781,0.0
累计,v,摊销,v,7.393326383805971,0.0
提高,v,印刷,vn,5.8289112604888995,0.0
尽如人意,i,张朝阳,nr,14.607645504606737,0.0
中,f,举办,v,6.848423078222229,0.0
采购,v,增加,v,3.8527580024432675,0.0
7.06,m,亿元,m,6.101437115299991,0.0
半年度,mq,中期,t,15.122218677436496,0.0
院线,n,广告业务,n,10.398192138977787,0.0
CEO,eng,顾备春,nr,8.40895491893782,0.0
前景,n,对,p,6.410920443820709,0.0
3739,m,万美元,m,5.786987851137811,0.0
毛利润,nr,6834,m,10.096683585329357,0.0
不计,v,180,m,5.526162066513062,0.0
是因为,c,来自,v,1.740279881436178,0.0
营收,n,2.56,m,6.539404643293915,0.0
44.9,m,%,x,4.107002768543931,0.0
利润率,n,降,v,3.8706939993280822,0.0
2005,m,财年,n,5.0951025495098765,0.0
增长,v,82.8,m,3.864157464817551,0.0
1.957,m,亿美元,m,7.233475428538235,0.0
增长,v,115.9,m,5.864157464817552,0.0
为,p,1661.6,m,5.409691676996671,0.0
改变,v,所致,c,6.972834454435018,0.0
第三季度,mq,公司业绩,n,5.547625150098884,0.0
业绩,n,足以,v,7.78236867455187,0.0
13.13,m,%,x,5.10700276854393,0.0
新,a,推,v,4.125846072940985,0.0
收入,v,只,d,4.214684165262549,0.0
一,m,减值,v,4.979746888734987,0.0
持续,vd,收,v,3.6335177614153142,0.0
预期,vn,发展,vn,2.234780444494149,0.0
2220,m,:,x,4.581606269186964,0.0
比例,n,很大,a,5.402829856494412,0.0
3837,m,万美元,m,5.786987851137811,0.0
考虑,v,接替,v,11.096683585329357,0.0
占,v,99.9,m,6.1841093512172565,0.0
通过,p,快速,d,6.8587817900710375,0.0
-,x,1.2,m,2.2157575192596,0.0
人民币,n,769,m,6.410183058146138,0.0
59.1,m,万美元,m,4.202025350416655,0.0
149.5,m,百万元,m,11.681646086050515,0.0
给,p,管理层,n,6.662787058799197,0.0
规模,n,未,d,5.106803625049807,0.0
这部分,mq,下降,v,4.015188467338656,0.0
为,p,1.23,m,2.2397666755543586,0.0
平台,n,奇虎,nz,4.743536759831274,0.0
9.65,m,亿元,m,7.1014371152999916,0.0
相信,v,独有,v,11.572021594876015,0.0
现金流,n,3090,m,9.572021594876015,0.0
周四,t,也,d,6.829897044634456,0.0
不,d,一样,r,7.200377740362004,0.0
-,x,2905,m,7.2157575192596,0.0
和,c,54.0,m,4.950505728013589,0.0
由,p,合资,vn,8.626363650549324,0.0
亿美元,m,再创,v,4.774043809900938,0.0
83.13,m,%,x,5.10700276854393,0.0
张颖,nr,为,p,5.409691676996671,0.0
进行,v,新,a,2.502915722020808,0.0
29.916,m,亿元,m,7.101437115299992,0.0
高兴,b,我们,r,3.5459367999461135,0.0
披露,v,广告,n,4.563661300023278,0.0
及,c,截至,v,-1.1094230637041649,0.0
本季,t,已,d,5.127562185216604,0.0
90,m,元,m,2.6287563282451627,0.0
合,n,2.13,m,9.907205786465644,0.0
出现,v,减少,v,1.068123156885747,0.0
加强,v,并,c,4.227400914128551,0.0
有,v,很强,a,10.868877667806544,0.0
环境,n,下滑,v,3.04755154696424,0.0
为,p,1345,m,5.409691676996671,0.0
第四季度,l,权益,n,1.9676491744749691,0.0
人民币,n,1800,m,1.8252205574249822,0.0
中,f,美元,q,-0.8026286129566989,0.0
为,p,2.737,m,3.4096916769966716,0.0
多,m,动作,n,9.618960817834571,0.0
达,v,1.696,m,10.47424637918954,0.0
们,k,积极,ad,10.61216098572923,0.0
净利润,n,3.04,m,5.514888363686883,0.0
收为,v,720,m,4.093523244436029,0.0
推出,v,时会,n,10.390414788386067,0.0
队伍,n,有所,n,7.201227884783122,0.0
金山,nr,云,ns,9.31670510220306,0.0
B2B,eng,业务,n,5.943198220058765,0.0
创始人,n,史玉柱,nr,12.537256176715337,0.0
增长,v,71.8,m,3.4047258461802534,0.0
引起,v,相应,v,10.037789896275788,0.0
同期,b,16,m,1.2723109828446044,0.0
在,p,一项,m,2.6259712018186243,0.0
利润,n,1147,m,6.51224848181418,0.0
收益,n,持续上升,l,6.695354921255628,0.0
下跌,v,18,m,3.7991639170948477,0.0
6.366,m,亿,m,9.402096593433702,0.0
的,uj,节支,n,5.00745381790483,0.0
CFO,eng,武文洁,nr,12.700754908998217,0.0
购买,v,道具,n,8.09985086440804,0.0
条,n,论坛,n,3.406624330854834,0.0
财政,n,官,n,11.437720503164424,0.0
旺盛,a,增长,v,5.864157464817552,0.0
任命,n,OakInvestmentPartners,eng,11.700754908998217,0.0
美元,q,270,m,2.9165781345799284,0.0
符合,v,该,r,6.419798595167161,0.0
广告业务,n,第四季度,l,-0.6095359756544679,0.0
为,p,18.83,m,4.409691676996672,0.0
增长,v,54.63,m,5.864157464817552,0.0
后者,n,中,f,7.333849905392471,0.0
年,m,获得,v,-1.173810265847941,0.0
1.257,m,亿元,m,7.1014371152999916,0.0
达到,v,7.519,m,9.938051753418403,0.0
为,p,2.09,m,2.0877635821093086,0.0
齐向东,nr,补充,v,13.64417138063185,0.0
领导,n,百度,n,6.888599000676792,0.0
广告,n,小滑度,n,8.733586301465591,0.0
868,m,万美元,m,4.78698785113781,0.0
45.60,m,万美元,m,4.202025350416655,0.0
增长,v,52.5,m,3.5422293699301886,0.0
|,x,&,x,7.8477573213849015,0.0
了前,v,三个,m,11.115792408277061,0.0
下降,v,又,d,1.805735101709706,0.0
已经,d,超过,v,4.753400450386609,0.0
推出,v,引起,v,6.142487274942481,0.0
249,m,万美元,m,4.78698785113781,0.0
一些,m,错误,n,12.800290582549131,0.0
的,uj,摊,n,-3.679046709278389,0.0
微涨,v,0.23,m,13.285717409719375,0.0
张勇,nr,已,d,8.91415854710741,0.0
金融界,n,净营,n,1.0995226787084527,0.0
探讨,v,广告,n,7.733586301465591,0.0
获得,v,基金,n,7.728062254993953,0.0
和,c,加盟店,nt,1.9963094176267133,0.0
46.37,m,％,x,9.333383843349688,0.0
规则,n,及,c,5.981571468516428,0.0
000,m,股,q,7.295216298356123,0.0
营收,n,530,m,3.254002424431666,0.0
第二季度,mq,以,p,-0.11065992571846832,0.0
同时,c,满足,v,7.481457294084636,0.0
增长,v,23.12,m,5.864157464817552,0.0
或,c,29,m,5.270469636020437,0.0
22.33,m,元,m,8.91415854710741,0.0
搜房,v,一季度,mq,3.437407452270087,0.0
3.502,m,亿元,m,7.1014371152999916,0.0
毛利,nr,12.55,m,10.371152886225435,0.0
增,v,电子商务,n,4.235868860268813,0.0
但,c,其他,r,1.8718568067101975,0.0
9.99,m,%,x,5.10700276854393,0.0
被,p,印刷,vn,5.637251966692059,0.0
仍然,d,充满,a,10.64417138063185,0.0
219,m,万美元,m,4.465059756250448,0.0
2006,m,中期,t,6.777922769520678,0.0
时空,n,创始人,n,10.071592604366526,0.0
增长,v,58.2,m,3.2791949640963947,0.0
相比,v,上市,ns,3.04240059222414,0.0
下降,v,20.5,m,5.4302259666175,0.0
运营商,n,支付,v,6.817134092712547,0.0
为,p,6409.3,m,5.409691676996671,0.0
该,r,环比,j,-0.9867607501873779,0.0
30.64,m,亿元,m,7.1014371152999916,0.0
的,uj,认知,v,5.00745381790483,0.0
1350,m,万元,m,3.427052540262572,0.0
基本,n,利润,n,0.45047228422748986,0.0
内部,f,组织,v,10.800290582549133,0.0
城市,ns,出版发行,n,13.02268300388558,0.0
基于,p,非,h,4.363579040411919,0.0
分析,vn,会议,n,5.449793335464999,0.0
9420,m,万美元,m,3.4650597562504477,0.0
360,m,旗下,n,5.674545029675369,0.0
用户数量,n,都,d,7.27672862649212,0.0
为,p,13.56,m,3.4096916769966716,0.0
净利润,n,28.7,m,7.585277691578281,0.0
5089,m,万元,m,7.596977541704885,0.0
集团,n,07,m,4.770017571435331,0.0
得益于,v,新,a,2.2540024244316665,0.0
将,d,上升,v,-0.8636232595668462,0.0
收,n,3.411,m,9.32966075730697,0.0
万,m,腾讯,nz,1.009622091331918,0.0
但,c,自上,d,9.616690644209744,0.0
净亏损,vn,4.245,m,9.53296881831224,0.0
至,p,18.4,m,5.829568375071378,0.0
159.7,m,百万元,m,11.681646086050515,0.0
也,d,按照,p,1.9993098163391345,0.0
69.77,m,％,x,9.333383843349688,0.0
人民币,n,59.7,m,3.240258056703826,0.0
早前,t,预期,vn,7.0347558361861555,0.0
同期相比,i,成本上升,l,7.239575628074653,0.0
58.115,m,亿元,m,7.1014371152999916,0.0
数据,n,在,p,-0.886478799118164,0.0
通过,p,CubinetInteractivePte,eng,11.02870679151335,0.0
发布,v,又,d,3.7746763974872373,0.0
的,uj,99.85,m,4.00745381790483,0.0
了,ul,符合,v,2.248884430133895,0.0
股票,n,支付,v,4.100346380483971,0.0
百度,n,全年,m,1.3516580148185795,0.0
表示,v,第一季度,l,0.29224824812012684,0.0
140,m,％,x,3.379187532962813,0.0
8090,m,万美元,m,5.786987851137811,0.0
下滑,v,盘,q,1.5527868552146622,0.0
客户,n,了解,v,7.992935660491528,0.0
中国移动,nt,自,r,7.932394118556477,0.0
新高,v,腾讯,nz,4.01481476055224,0.0
推出,v,精品,n,7.390414788386067,0.0
海啸,n,已,d,11.236086641994774,0.0
数量,n,首次,m,3.7835220829192524,0.0
Vendio,eng,&,x,6.169685416272263,0.0
保持,v,现金流,n,5.23217159199139,0.0
2380,m,个,m,7.236086641994773,0.0
免费,vn,互联网安全,l,9.505407310675999,0.0
高兴,b,仍,d,7.900286372525853,0.0
1890,m,万元,m,4.789622619647281,0.0
人民币,n,10.153,m,6.410183058146138,0.0
第四季度,l,完成,v,1.855756294404072,0.0
杀毒软件,l,竞争,vn,11.096683585329357,0.0
限定,v,用途,n,14.9295735994941,0.0
及,c,业绩,n,-0.9957084549834888,0.0
收益,n,0.07,m,5.032389908533199,0.0
6.264,m,亿,m,7.817134092712547,0.0
下降,v,35.8,m,4.845263465896343,0.0
收,n,10.23,m,7.744698256585815,0.0
旗下,n,种子,n,10.053056652929099,0.0
特定,d,WAP,eng,10.17468609733063,0.0
付费,v,增值,v,0.9080947396220087,0.0
分成,v,增加,v,3.2282671375354743,0.0
补贴,n,比,p,2.6639219294127394,0.0
健康,a,生命周期,n,10.598656721379482,0.0
其他,r,百度,n,0.9511200852348511,0.0
年内,t,的,uj,1.6855257230174674,0.0
是因为,c,税前,t,8.707986478229294,0.0
给,p,客人,n,9.229133881353006,0.0
上个季度,l,开始,v,2.4727860558364196,0.0
％,x,腾讯,nz,2.704027223270079,0.0
为,p,4.65,m,4.409691676996672,0.0
前程无忧,i,去年同期,n,-1.2010924775647904,0.0
的,uj,程度,n,0.1494728227772574,0.0
有,v,什么,r,9.28391516708539,0.0
电商,n,用户,n,3.8308835028205053,0.0
增加,v,110.8,m,7.4377205031644245,0.0
小规模,b,封闭式,n,16.34461109877294,0.0
管理部,n,工作,vn,14.681646086050511,0.0
1.73,m,%,x,1.7850746736565684,0.0
专长,n,和,c,6.950505728013589,0.0
公司,n,因此,c,3.233475428538235,0.0
利润,n,26.7,m,4.927285981093024,0.0
人民币,n,15.978,m,6.410183058146138,0.0
自,p,发行,v,7.424258243357862,0.0
收为,v,443,m,8.09352324443603,0.0
增长,v,69.4,m,4.864157464817551,0.0
长假,n,一贯,m,13.885179480135644,0.0
107,m,%,x,3.785074673656568,0.0
系因,n,运营,vn,3.2122988138615254,0.0
为,p,2.27,m,3.0877635821093086,0.0
据,p,艾瑞,nr,10.340858963911835,0.0
任命,n,张涵,nr,12.115792408277061,0.0
收为,v,440,m,3.4788134003208206,0.0
万元,m,汇兑,v,0.004520504436803705,0.0
净利,n,3.3,m,8.372588641899634,0.0
管道,n,计划,n,7.6166906442097435,0.0
选择,v,进行,v,7.340858963911835,0.0
一次性,d,计提,n,8.755896463190679,0.0
46.31,m,%,x,5.10700276854393,0.0
10.8,m,万家,m,9.882449687380072,0.0
在,p,活跃,vn,0.006074910988081185,0.0
毛利,nr,1.46,m,7.201227884783122,0.0
季度,n,与,p,-1.8580803122580385,0.0
毛利,nr,11.39,m,10.371152886225435,0.0
因此,c,导致,v,4.977560434604612,0.0
了,ul,35.5,m,4.833846930855052,0.0
资料片,n,公司,n,1.486241498918202,0.0
的,uj,税额,n,5.00745381790483,0.0
-,x,64,m,1.6611686675819624,0.0
精神,n,争取,v,18.929573599494102,0.0
宣称,v,自己,r,12.30021697941449,0.0
开发,v,社交,n,5.258806718494856,0.0
到,v,51,m,3.3211166202902036,0.0
华友,nz,交易,n,4.308437486219458,0.0
的,uj,盈收,n,5.00745381790483,0.0
亿,m,7500,m,5.402096593433702,0.0
3.333,m,亿元,m,7.1014371152999916,0.0
月底,t,的,uj,0.5480221992675323,0.0
5.78,m,元,m,6.744233545665099,0.0
关系,n,等,u,6.229133881353006,0.0
日,m,因为,c,0.5611651875606886,0.0
根据,p,公司,n,1.5650969196294415,0.0
皇族,n,官职,n,18.929573599494102,0.0
王昕,nr,表示,v,10.963789314832011,0.0
递延,v,流动,vn,9.98120636790942,0.0
下降,v,81.1,m,8.015188467338655,0.0
亿美元,m,环比,j,-3.343008918258616,0.0
17173,m,去年,t,7.8587817900710375,0.0
北京,ns,市场,n,2.3344326947524014,0.0
产品,n,过渡,v,4.165116635874209,0.0
持平,n,主要,b,-0.7103305518682397,0.0
17,m,万美元,m,-1.9544791352633366,0.0
营销,vn,成本,n,0.5742397108894769,0.0
到,v,2.43,m,7.506983165601538,0.0
为,p,5890,m,3.4096916769966716,0.0
日语,nz,搜索,v,11.413873761210057,0.0
达,v,一半,m,7.304321377747225,0.0
都,d,开始,v,4.537189088662086,0.0
人民币,n,15.72,m,5.4101830581461385,0.0
计入,v,的,uj,-3.332396184979795,0.0
访问,v,http,eng,8.802869126650908,0.0
净利,n,3930,m,8.574222503069286,0.0
至,p,77.7,m,7.566533969237584,0.0
贡献,n,三分之一,mq,9.987059094154858,0.0
服务收入,n,1140,m,7.1097936676556195,0.0
营收,n,2.834,m,6.954442142572759,0.0
小幅,n,收,v,6.5733967689777435,0.0
决定,v,停止,v,11.141671040102668,0.0
金山,nr,受,v,3.7019952580878495,0.0
纪录,n,搜狐,nz,7.483524192777549,0.0
的,uj,78.3,m,2.685525723017467,0.0
2830,m,万元,m,5.427052540262571,0.0
人民币,n,4.11,m,4.088254963258776,0.0
反弹,v,势头,n,8.689975070244975,0.0
独家,n,解读,v,8.091945666322694,0.0
和,c,儿童教育,l,6.950505728013589,0.0
为,p,99.34,m,5.409691676996671,0.0
有所,n,变化,vn,4.711843044044197,0.0
一般性,l,支出,v,8.599777261273397,0.0
拓展,v,训练,vn,14.229133881353006,0.0
%,x,利润率,n,-3.210409845220939,0.0
2360,m,万元,m,5.275049446817523,0.0
;,x,今天下午,nr,5.109793667655619,0.0
上升,v,7.5,m,5.344611098772943,0.0
接受,v,网易,n,4.29657840235114,0.0
调整,vn,致,v,8.04083035059584,0.0
里昂,nrt,证券,n,13.64417138063185,0.0
至,p,87.0,m,9.15149646995874,0.0
人民币,n,5.38,m,3.410183058146138,0.0
54.1,m,万,m,7.223941212132684,0.0
8.30,m,美元,q,7.471166986257566,0.0
从,p,1330,m,5.757458666960962,0.0
收为,v,44.74,m,6.771595149548666,0.0
后,t,首份,m,11.367331175273026,0.0
成本,n,5.18,m,7.654613127353497,0.0
市场,n,例如,v,6.504357696194714,0.0
动向,n,收购,v,8.347431617835321,0.0
任何,r,协议,n,8.978288884527126,0.0
约合,vn,1.630,m,7.0708154995586785,0.0
全球,n,用户,n,2.9729025076929325,0.0
了,ul,限制,v,1.6908889770130084,0.0
约合,vn,1.87,m,5.4858529988375215,0.0
1918,m,:,x,7.388961191244569,0.0
13.86,m,亿元,m,7.1014371152999916,0.0
582,m,万美元,m,5.786987851137811,0.0
高于,v,06,m,3.71441982721452,0.0
还,d,对,p,2.5950035082596803,0.0
人民币,n,32.30,m,6.410183058146138,0.0
三季,m,盛大,b,6.464262290616916,0.0
77179,m,个,m,10.236086641994774,0.0
加大,v,现金,n,3.214523231017205,0.0
了前,v,两个,m,10.576426773996015,0.0
的,uj,228,m,2.4224913171836735,0.0
与,p,本年,t,7.725002455244895,0.0
受累,v,于,p,9.320394861352119,0.0
等待,v,经济,n,13.148213885969438,0.0
约合,vn,60.9,m,6.4858529988375215,0.0
你们,r,去,v,11.929573599494098,0.0
增,v,1.3,m,4.963789314832012,0.0
环境,n,形成,v,10.563251385248282,0.0
15.09,m,%,x,5.10700276854393,0.0
四季度,mq,毛利,nr,2.5832503268340026,0.0
跌,v,5.54,m,13.607645504606737,0.0
继续,v,稳定增长,n,6.750442033098571,0.0
共享,v,营收,n,5.954442142572759,0.0
8640,m,万美元,m,4.78698785113781,0.0
其他,r,所,u,2.5997772612733967,0.0
朋友,n,营收,n,6.954442142572759,0.0
下降,v,4.8,m,3.1082978717301373,0.0
申报,nz,中,f,8.655778000279833,0.0
根据,p,其,r,4.249269024278497,0.0
获,v,认定,v,12.952293675994182,0.0
和,c,引进,v,3.9505057280135887,0.0
过度,n,供应,vn,14.759648598051786,0.0
约合,vn,5.246,m,7.0708154995586785,0.0
四季度,mq,分析师,n,3.6418251530194614,0.0
67.1,m,百万元,m,9.681646086050513,0.0
非,h,美,j,9.07782455807804,0.0
略降,v,本季度,n,7.471166986257566,0.0
912,m,万美元,m,5.786987851137811,0.0
第二季度,mq,完成,v,2.9679091266556417,0.0
下降,v,51.6,m,6.015188467338656,0.0
5.45,m,%,x,2.785074673656568,0.0
也,d,宣布,v,3.22323947281398,0.0
公司,n,公司,n,-2.84791289830242,0.0
13.961,m,亿元,m,7.1014371152999916,0.0
新闻,n,受益,v,5.810470362431536,0.0
5542.8,m,万美元,m,5.786987851137811,0.0
在,p,当当,d,6.713434043068964,0.0
288.9,m,%,x,4.107002768543931,0.0
营收,v,对,p,4.267962489978666,0.0
求伯君,nz,在,p,4.128471542347808,0.0
和,c,16.60,m,5.365543227292433,0.0
万个,m,增长,v,1.4047258461802536,0.0
其,r,用人,n,9.14003995452374,0.0
计划,n,进军,v,8.29476254932238,0.0
流动比率,n,高速,d,11.367331175273026,0.0
1127,m,万美元,m,4.202025350416655,0.0
是,v,扩充,v,3.779509020412629,0.0
整体,n,回升,v,7.589723596609474,0.0
5.45,m,亿元,m,4.779509020412629,0.0
最佳,z,时间,n,8.003277604712986,0.0
11.333,m,亿元,m,7.1014371152999916,0.0
23.7,m,％,x,6.748421342628532,0.0
团队,n,需求,v,6.344611098772943,0.0
日常,d,管理,vn,7.9848615384506125,0.0
员工,n,精简,n,9.406011643437086,0.0
总收入,n,96,m,7.307521780037723,0.0
为,p,5880,m,2.824729176275515,0.0
三季度,mq,直营店,n,8.148213885969438,0.0
亏损,vn,2290,m,5.573534358510144,0.0
17.30,m,万美元,m,5.786987851137811,0.0
为,p,47.207,m,5.409691676996671,0.0
人民币,n,65.2,m,4.4101830581461385,0.0
的,uj,3.524,m,5.00745381790483,0.0
营收,n,也,d,-0.10084029292843087,0.0
54.94,m,%,x,5.10700276854393,0.0
23.14,m,%,x,5.10700276854393,0.0
5.749,m,亿元,m,7.1014371152999916,0.0
6810,m,万元,m,7.596977541704885,0.0
人民币,n,155.416,m,6.410183058146138,0.0
增长,v,艺龙,n,-3.081286371560361,0.0
超,v,10.8,m,7.624651929912425,0.0
的,uj,欠款,n,5.00745381790483,0.0
此前,t,5200,m,8.521243858726706,0.0
成为,v,2006,m,4.375824325949332,0.0
下滑,v,6.42,m,7.506983165601538,0.0
在,p,执行,v,2.287169288366866,0.0
有,v,不俗,a,9.868877667806546,0.0
的,uj,高峰,nr,2.4224913171836735,0.0
净利润,n,1.23,m,5.152318284302176,0.0
5.401,m,亿元,m,7.1014371152999916,0.0
预计,vn,产品开发,l,3.0012865625368006,0.0
下降,v,26.4,m,4.4302259666175,0.0
的,uj,前沿,s,5.00745381790483,0.0
首次,m,合并,v,6.503177791965378,0.0
已,d,宣告,n,11.236086641994774,0.0
受惠,v,的,uj,1.2000988958472254,0.0
分析,vn,互联网,n,2.794986846129733,0.0
本季,t,下滑,v,2.9834212095445247,0.0
预订,v,量减少,i,10.340858963911835,0.0
来源于,v,公司,n,2.1828493554682673,0.0
SFASNo,eng,.123,m,18.929573599494102,0.0
与,p,在线,b,-0.503816235250986,0.0
日,m,盘,q,1.4398588913385546,0.0
8080,m,万,m,7.638978711411528,0.0
